experiment_label,laminate_id,defect_type,ply_with_defect_index,defect_width,ply_thickness,ply_width,applied_force,equivalent_stiffness,laminate_rigidity
Laminate_06_Defect_0_at_03_w_0.20,6,0,3,0.2,0.125,5,242.484345,4041.40575,202.0702875
Laminate_06_Defect_0_at_03_w_0.40,6,0,3,0.4,0.125,5,242.50225,4041.7041666666655,202.08520833333333
Laminate_06_Defect_0_at_03_w_0.60,6,0,3,0.6000000000000001,0.125,5,242.542256,4042.370933333333,202.11854666666665
Laminate_06_Defect_0_at_03_w_0.80,6,0,3,0.8,0.125,5,242.601485,4043.358083333333,202.16790416666663
Laminate_06_Defect_0_at_03_w_1.00,6,0,3,1.0,0.125,5,242.678339,4044.638983333333,202.23194916666668
Laminate_06_Defect_0_at_03_w_1.20,6,0,3,1.2000000000000002,0.125,5,242.77313400000003,4046.2189000000008,202.31094500000003
Laminate_06_Defect_0_at_03_w_1.40,6,0,3,1.4,0.125,5,242.884993,4048.0832166666655,202.4041608333333
Laminate_06_Defect_0_at_03_w_1.60,6,0,3,1.6,0.125,5,243.014948,4050.2491333333337,202.51245666666668
Laminate_06_Defect_0_at_03_w_1.80,6,0,3,1.8,0.125,5,243.161809,4052.6968166666666,202.63484083333333
Laminate_06_Defect_0_at_03_w_2.00,6,0,3,2.0,0.125,5,243.326507,4055.441783333333,202.77208916666663
Laminate_06_Defect_0_at_03_w_2.20,6,0,3,2.2,0.125,5,243.508447,4058.4741166666654,202.9237058333333
Laminate_06_Defect_0_at_04_w_0.00,6,0,4,0.0,0.125,5,242.50163200000003,4041.6938666666674,202.0846933333333
Laminate_06_Defect_0_at_04_w_0.20,6,0,4,0.2,0.125,5,242.441376,4040.6896,202.03448
Laminate_06_Defect_0_at_04_w_0.40,6,0,4,0.4,0.125,5,242.466746,4041.112433333333,202.05562166666664
Laminate_06_Defect_0_at_04_w_0.60,6,0,4,0.6000000000000001,0.125,5,242.542954,4042.382566666667,202.1191283333333
Laminate_06_Defect_0_at_04_w_0.80,6,0,4,0.8,0.125,5,242.659544,4044.3257333333336,202.2162866666667
Laminate_06_Defect_0_at_04_w_1.00,6,0,4,1.0,0.125,5,242.81279,4046.879833333333,202.34399166666668
Laminate_06_Defect_0_at_04_w_1.20,6,0,4,1.2000000000000002,0.125,5,243.001769,4050.029483333333,202.50147416666667
Laminate_06_Defect_0_at_04_w_1.40,6,0,4,1.4,0.125,5,243.22551200000004,4053.758533333334,202.6879266666667
Laminate_06_Defect_0_at_04_w_1.60,6,0,4,1.6,0.125,5,243.484159,4058.069316666667,202.9034658333333
Laminate_06_Defect_0_at_04_w_1.80,6,0,4,1.8,0.125,5,243.77756800000003,4062.959466666667,203.14797333333337
Laminate_06_Defect_0_at_04_w_2.00,6,0,4,2.0,0.125,5,244.106141,4068.435683333333,203.42178416666667
Laminate_06_Defect_0_at_04_w_2.20,6,0,4,2.2,0.125,5,244.469235,4074.48725,203.7243625
Laminate_06_Defect_0_at_05_w_0.00,6,0,5,0.0,0.125,5,242.50163200000003,4041.6938666666674,202.0846933333333
Laminate_06_Defect_0_at_05_w_0.20,6,0,5,0.2,0.125,5,242.292112,4038.201866666667,201.9100933333333
Laminate_06_Defect_0_at_05_w_0.40,6,0,5,0.4,0.125,5,242.275201,4037.920016666667,201.8960008333333
Laminate_06_Defect_0_at_05_w_0.60,6,0,5,0.6000000000000001,0.125,5,242.353115,4039.218583333333,201.9609291666667
Laminate_06_Defect_0_at_05_w_0.80,6,0,5,0.8,0.125,5,242.494353,4041.57255,202.0786275
Laminate_06_Defect_0_at_05_w_1.00,6,0,5,1.0,0.125,5,242.68921800000004,4044.8203000000008,202.24101500000003
Laminate_06_Defect_0_at_05_w_1.20,6,0,5,1.2000000000000002,0.125,5,242.933574,4048.8929,202.444645
Laminate_06_Defect_0_at_05_w_1.40,6,0,5,1.4,0.125,5,243.226607,4053.776783333333,202.68883916666664
Laminate_06_Defect_0_at_05_w_1.60,6,0,5,1.6,0.125,5,243.567729,4059.46215,202.9731075
Laminate_06_Defect_0_at_05_w_1.80,6,0,5,1.8,0.125,5,243.95619,4065.9365000000007,203.296825
Laminate_06_Defect_0_at_05_w_2.00,6,0,5,2.0,0.125,5,244.392883,4073.214716666667,203.6607358333333
Laminate_06_Defect_0_at_05_w_2.20,6,0,5,2.2,0.125,5,244.877278,4081.2879666666654,204.0643983333333
Laminate_06_Defect_0_at_06_w_0.00,6,0,6,0.0,0.125,5,242.50163200000003,4041.6938666666674,202.0846933333333
Laminate_06_Defect_0_at_06_w_0.20,6,0,6,0.2,0.125,5,242.381703,4039.69505,201.9847525
Laminate_06_Defect_0_at_06_w_0.40,6,0,6,0.4,0.125,5,242.138206,4035.636766666667,201.78183833333333
Laminate_06_Defect_0_at_06_w_0.60,6,0,6,0.6000000000000001,0.125,5,241.730197,4028.836616666667,201.4418308333333
Laminate_06_Defect_0_at_06_w_0.80,6,0,6,0.8,0.125,5,241.137017,4018.950283333333,200.94751416666665
Laminate_06_Defect_0_at_06_w_1.00,6,0,6,1.0,0.125,5,240.344295,4005.73825,200.28691250000003
Laminate_06_Defect_0_at_06_w_1.20,6,0,6,1.2000000000000002,0.125,5,239.338908,3988.9818,199.44909
Laminate_06_Defect_0_at_06_w_1.40,6,0,6,1.4,0.125,5,238.11009,3968.5015,198.425075
Laminate_06_Defect_0_at_06_w_1.60,6,0,6,1.6,0.125,5,236.646281,3944.1046833333335,197.20523416666663
Laminate_06_Defect_0_at_06_w_1.80,6,0,6,1.8,0.125,5,234.937273,3915.6212166666655,195.78106083333333
Laminate_06_Defect_0_at_06_w_2.00,6,0,6,2.0,0.125,5,232.970836,3882.847266666666,194.1423633333333
Laminate_06_Defect_0_at_06_w_2.20,6,0,6,2.2,0.125,5,230.731305,3845.52175,192.2760875
Laminate_06_Defect_0_at_07_w_0.00,6,0,7,0.0,0.125,5,242.50163200000003,4041.6938666666674,202.0846933333333
Laminate_06_Defect_0_at_07_w_0.20,6,0,7,0.2,0.125,5,242.497677,4041.627950000001,202.0813975
Laminate_06_Defect_0_at_07_w_0.40,6,0,7,0.4,0.125,5,242.508777,4041.812950000001,202.0906475
Laminate_06_Defect_0_at_07_w_0.60,6,0,7,0.6000000000000001,0.125,5,242.530515,4042.17525,202.1087625
Laminate_06_Defect_0_at_07_w_0.80,6,0,7,0.8,0.125,5,242.561896,4042.6982666666654,202.1349133333333
Laminate_06_Defect_0_at_07_w_1.00,6,0,7,1.0,0.125,5,242.602306,4043.371766666666,202.16858833333333
Laminate_06_Defect_0_at_07_w_1.20,6,0,7,1.2000000000000002,0.125,5,242.652088,4044.2014666666673,202.21007333333336
Laminate_06_Defect_0_at_07_w_1.40,6,0,7,1.4,0.125,5,242.710615,4045.1769166666672,202.25884583333337
Laminate_06_Defect_0_at_07_w_1.60,6,0,7,1.6,0.125,5,242.778393,4046.30655,202.3153275
Laminate_06_Defect_0_at_07_w_1.80,6,0,7,1.8,0.125,5,242.855508,4047.5918000000006,202.37959
Laminate_06_Defect_0_at_07_w_2.00,6,0,7,2.0,0.125,5,242.941398,4049.0233,202.451165
Laminate_06_Defect_0_at_07_w_2.20,6,0,7,2.2,0.125,5,243.036764,4050.612733333333,202.53063666666668
Laminate_06_Defect_0_at_08_w_0.00,6,0,8,0.0,0.125,5,242.50163200000003,4041.6938666666674,202.0846933333333
Laminate_06_Defect_0_at_08_w_0.20,6,0,8,0.2,0.125,5,242.486396,4041.4399333333336,202.07199666666668
Laminate_06_Defect_0_at_08_w_0.40,6,0,8,0.4,0.125,5,242.511045,4041.850750000001,202.0925375
Laminate_06_Defect_0_at_08_w_0.60,6,0,8,0.6000000000000001,0.125,5,242.562257,4042.7042833333335,202.13521416666663
Laminate_06_Defect_0_at_08_w_0.80,6,0,8,0.8,0.125,5,242.637529,4043.958816666666,202.1979408333333
Laminate_06_Defect_0_at_08_w_1.00,6,0,8,1.0,0.125,5,242.735105,4045.585083333333,202.27925416666668
Laminate_06_Defect_0_at_08_w_1.20,6,0,8,1.2000000000000002,0.125,5,242.854776,4047.5796,202.37898
Laminate_06_Defect_0_at_08_w_1.40,6,0,8,1.4,0.125,5,242.996461,4049.941016666666,202.49705083333333
Laminate_06_Defect_0_at_08_w_1.60,6,0,8,1.6,0.125,5,243.160499,4052.674983333333,202.63374916666663
Laminate_06_Defect_0_at_08_w_1.80,6,0,8,1.8,0.125,5,243.346454,4055.7742333333335,202.78871166666667
Laminate_06_Defect_0_at_08_w_2.00,6,0,8,2.0,0.125,5,243.554763,4059.24605,202.9623025
Laminate_06_Defect_0_at_08_w_2.20,6,0,8,2.2,0.125,5,243.784925,4063.082083333333,203.15410416666663
Laminate_06_Defect_0_at_09_w_0.00,6,0,9,0.0,0.125,5,242.50163200000003,4041.6938666666674,202.0846933333333
Laminate_06_Defect_0_at_09_w_0.20,6,0,9,0.2,0.125,5,242.44139,4040.689833333333,202.03449166666667
Laminate_06_Defect_0_at_09_w_0.40,6,0,9,0.4,0.125,5,242.467909,4041.131816666667,202.05659083333336
Laminate_06_Defect_0_at_09_w_0.60,6,0,9,0.6000000000000001,0.125,5,242.54603200000005,4042.433866666667,202.12169333333333
Laminate_06_Defect_0_at_09_w_0.80,6,0,9,0.8,0.125,5,242.665029,4044.41715,202.2208575
Laminate_06_Defect_0_at_09_w_1.00,6,0,9,1.0,0.125,5,242.82192800000004,4047.032133333334,202.3516066666667
Laminate_06_Defect_0_at_09_w_1.20,6,0,9,1.2000000000000002,0.125,5,243.015335,4050.2555833333336,202.51277916666663
Laminate_06_Defect_0_at_09_w_1.40,6,0,9,1.4,0.125,5,243.245131,4054.0855166666665,202.70427583333333
Laminate_06_Defect_0_at_09_w_1.60,6,0,9,1.6,0.125,5,243.511785,4058.52975,202.9264875
Laminate_06_Defect_0_at_09_w_1.80,6,0,9,1.8,0.125,5,243.814355,4063.5725833333336,203.17862916666667
Laminate_06_Defect_0_at_09_w_2.00,6,0,9,2.0,0.125,5,244.154136,4069.2356,203.46178
Laminate_06_Defect_0_at_09_w_2.20,6,0,9,2.2,0.125,5,244.530826,4075.5137666666665,203.7756883333333
Laminate_06_Defect_0_at_10_w_0.00,6,0,10,0.0,0.125,5,242.50163200000003,4041.6938666666674,202.0846933333333
Laminate_06_Defect_0_at_10_w_0.20,6,0,10,0.2,0.125,5,242.291447,4038.1907833333335,201.9095391666667
Laminate_06_Defect_0_at_10_w_0.40,6,0,10,0.4,0.125,5,242.276984,4037.949733333333,201.89748666666668
Laminate_06_Defect_0_at_10_w_0.60,6,0,10,0.6000000000000001,0.125,5,242.357364,4039.2894,201.96447
Laminate_06_Defect_0_at_10_w_0.80,6,0,10,0.8,0.125,5,242.501686,4041.6947666666665,202.0847383333333
Laminate_06_Defect_0_at_10_w_1.00,6,0,10,1.0,0.125,5,242.700407,4045.006783333333,202.25033916666663
Laminate_06_Defect_0_at_10_w_1.20,6,0,10,1.2000000000000002,0.125,5,242.950215,4049.1702500000006,202.4585125
Laminate_06_Defect_0_at_10_w_1.40,6,0,10,1.4,0.125,5,243.250602,4054.1767,202.708835
Laminate_06_Defect_0_at_10_w_1.60,6,0,10,1.6,0.125,5,243.601194,4060.0198999999993,203.000995
Laminate_06_Defect_0_at_10_w_1.80,6,0,10,1.8,0.125,5,244.002808,4066.7134666666666,203.3356733333333
Laminate_06_Defect_0_at_10_w_2.00,6,0,10,2.0,0.125,5,244.45510400000003,4074.251733333334,203.7125866666667
Laminate_06_Defect_0_at_10_w_2.20,6,0,10,2.2,0.125,5,244.958954,4082.6492333333335,204.13246166666667
Laminate_06_Defect_0_at_11_w_0.00,6,0,11,0.0,0.125,5,242.50163200000003,4041.6938666666674,202.0846933333333
Laminate_06_Defect_0_at_11_w_0.20,6,0,11,0.2,0.125,5,242.377533,4039.62555,201.9812775
Laminate_06_Defect_0_at_11_w_0.40,6,0,11,0.4,0.125,5,242.13642600000003,4035.6071000000006,201.78035500000004
Laminate_06_Defect_0_at_11_w_0.60,6,0,11,0.6000000000000001,0.125,5,241.735674,4028.9279,201.446395
Laminate_06_Defect_0_at_11_w_0.80,6,0,11,0.8,0.125,5,241.156397,4019.273283333333,200.96366416666663
Laminate_06_Defect_0_at_11_w_1.00,6,0,11,1.0,0.125,5,240.384652,4006.4108666666666,200.3205433333333
Laminate_06_Defect_0_at_11_w_1.20,6,0,11,1.2000000000000002,0.125,5,239.408452,3990.140866666667,199.5070433333333
Laminate_06_Defect_0_at_11_w_1.40,6,0,11,1.4,0.125,5,238.215718,3970.261966666667,198.5130983333333
Laminate_06_Defect_0_at_11_w_1.60,6,0,11,1.6,0.125,5,236.795421,3946.59035,197.3295175
Laminate_06_Defect_0_at_11_w_1.80,6,0,11,1.8,0.125,5,235.135589,3918.9264833333336,195.94632416666667
Laminate_06_Defect_0_at_11_w_2.00,6,0,11,2.0,0.125,5,233.22355,3887.0591666666655,194.35295833333333
Laminate_06_Defect_0_at_11_w_2.20,6,0,11,2.2,0.125,5,231.042956,3850.715933333333,192.53579666666667
Laminate_06_Defect_0_at_12_w_0.00,6,0,12,0.0,0.125,5,242.50163200000003,4041.6938666666674,202.0846933333333
Laminate_06_Defect_0_at_12_w_0.20,6,0,12,0.2,0.125,5,242.482441,4041.374016666666,202.0687008333333
Laminate_06_Defect_0_at_12_w_0.40,6,0,12,0.4,0.125,5,242.492285,4041.538083333334,202.07690416666668
Laminate_06_Defect_0_at_12_w_0.60,6,0,12,0.6000000000000001,0.125,5,242.519078,4041.984633333333,202.09923166666667
Laminate_06_Defect_0_at_12_w_0.80,6,0,12,0.8,0.125,5,242.563026,4042.7171,202.135855
Laminate_06_Defect_0_at_12_w_1.00,6,0,12,1.0,0.125,5,242.623544,4043.7257333333337,202.1862866666667
Laminate_06_Defect_0_at_12_w_1.20,6,0,12,1.2000000000000002,0.125,5,242.70025500000003,4045.00425,202.25021250000003
Laminate_06_Defect_0_at_12_w_1.40,6,0,12,1.4,0.125,5,242.793415,4046.5569166666655,202.32784583333333
Laminate_06_Defect_0_at_12_w_1.60,6,0,12,1.6,0.125,5,242.902291,4048.371516666667,202.41857583333336
Laminate_06_Defect_0_at_12_w_1.80,6,0,12,1.8,0.125,5,243.026882,4050.4480333333336,202.52240166666667
Laminate_06_Defect_0_at_12_w_2.00,6,0,12,2.0,0.125,5,243.166703,4052.778383333333,202.63891916666665
Laminate_06_Defect_0_at_12_w_2.20,6,0,12,2.2,0.125,5,243.322046,4055.367433333333,202.76837166666667
Laminate_06_Defect_0_at_13_w_0.00,6,0,13,0.0,0.125,5,242.50163200000003,4041.6938666666674,202.0846933333333
Laminate_06_Defect_0_at_13_w_0.20,6,0,13,0.2,0.125,5,242.43773,4040.628833333333,202.03144166666667
Laminate_06_Defect_0_at_13_w_0.40,6,0,13,0.4,0.125,5,242.444443,4040.740716666666,202.0370358333333
Laminate_06_Defect_0_at_13_w_0.60,6,0,13,0.6000000000000001,0.125,5,242.490414,4041.5069,202.07534500000003
Laminate_06_Defect_0_at_13_w_0.80,6,0,13,0.8,0.125,5,242.57344,4042.890666666666,202.14453333333336
Laminate_06_Defect_0_at_13_w_1.00,6,0,13,1.0,0.125,5,242.693418,4044.890300000001,202.244515
Laminate_06_Defect_0_at_13_w_1.20,6,0,13,1.2000000000000002,0.125,5,242.849933,4047.498883333333,202.3749441666667
Laminate_06_Defect_0_at_13_w_1.40,6,0,13,1.4,0.125,5,243.041679,4050.69465,202.5347325
Laminate_06_Defect_0_at_13_w_1.60,6,0,13,1.6,0.125,5,243.267226,4054.453766666667,202.72268833333337
Laminate_06_Defect_0_at_13_w_1.80,6,0,13,1.8,0.125,5,243.526599,4058.77665,202.9388325
Laminate_06_Defect_0_at_13_w_2.00,6,0,13,2.0,0.125,5,243.818756,4063.645933333333,203.18229666666664
Laminate_06_Defect_0_at_13_w_2.20,6,0,13,2.2,0.125,5,244.143728,4069.062133333334,203.45310666666668
Laminate_06_Defect_0_at_14_w_0.00,6,0,14,0.0,0.125,5,242.50163200000003,4041.6938666666674,202.0846933333333
Laminate_06_Defect_0_at_14_w_0.20,6,0,14,0.2,0.125,5,242.28477,4038.0795,201.903975
Laminate_06_Defect_0_at_14_w_0.40,6,0,14,0.4,0.125,5,242.22252200000003,4037.042033333334,201.8521016666667
Laminate_06_Defect_0_at_14_w_0.60,6,0,14,0.6000000000000001,0.125,5,242.223626,4037.0604333333335,201.85302166666668
Laminate_06_Defect_0_at_14_w_0.80,6,0,14,0.8,0.125,5,242.282449,4038.040816666666,201.9020408333333
Laminate_06_Defect_0_at_14_w_1.00,6,0,14,1.0,0.125,5,242.399601,4039.99335,201.9996675
Laminate_06_Defect_0_at_14_w_1.20,6,0,14,1.2000000000000002,0.125,5,242.572959,4042.88265,202.1441325
Laminate_06_Defect_0_at_14_w_1.40,6,0,14,1.4,0.125,5,242.799885,4046.66475,202.3332375
Laminate_06_Defect_0_at_14_w_1.60,6,0,14,1.6,0.125,5,243.07778800000003,4051.296466666667,202.5648233333333
Laminate_06_Defect_0_at_14_w_1.80,6,0,14,1.8,0.125,5,243.404537,4056.7422833333335,202.83711416666668
Laminate_06_Defect_0_at_14_w_2.00,6,0,14,2.0,0.125,5,243.778922,4062.982033333333,203.14910166666667
Laminate_06_Defect_0_at_14_w_2.20,6,0,14,2.2,0.125,5,244.199728,4069.995466666667,203.49977333333337
Laminate_06_Defect_0_at_15_w_0.00,6,0,15,0.0,0.125,5,242.50163200000003,4041.6938666666674,202.0846933333333
Laminate_06_Defect_0_at_15_w_0.20,6,0,15,0.2,0.125,5,242.374926,4039.582100000001,201.97910500000003
Laminate_06_Defect_0_at_15_w_0.40,6,0,15,0.4,0.125,5,242.094141,4034.90235,201.7451175
Laminate_06_Defect_0_at_15_w_0.60,6,0,15,0.6000000000000001,0.125,5,241.61527,4026.9211666666665,201.34605833333333
Laminate_06_Defect_0_at_15_w_0.80,6,0,15,0.8,0.125,5,240.915096,4015.2516,200.76258
Laminate_06_Defect_0_at_15_w_1.00,6,0,15,1.0,0.125,5,239.96991,3999.4985,199.974925
Laminate_06_Defect_0_at_15_w_1.20,6,0,15,1.2000000000000002,0.125,5,238.75536700000004,3979.2561166666674,198.96280583333336
Laminate_06_Defect_0_at_15_w_1.40,6,0,15,1.4,0.125,5,237.247038,3954.1173,197.705865
Laminate_06_Defect_0_at_15_w_1.60,6,0,15,1.6,0.125,5,235.419983,3923.6663833333337,196.18331916666668
Laminate_06_Defect_0_at_15_w_1.80,6,0,15,1.8,0.125,5,233.246581,3887.4430166666666,194.3721508333333
Laminate_06_Defect_0_at_15_w_2.00,6,0,15,2.0,0.125,5,230.697154,3844.952566666667,192.24762833333332
Laminate_06_Defect_0_at_15_w_2.20,6,0,15,2.2,0.125,5,227.733041,3795.5506833333334,189.77753416666667
